id;familia;genero;nombre;autor;sinonimos;referencias;taxones_infraespecificos;habito;origen;estado_de_conservacion;especimen_representativo;notas;regiones_biogeograficas;elevacion_minima;elevacion_maxima;departamentos;distribucion_global
2101;FABACEAE;Piptadenia;Piptadenia flava;(DC.) Benth.;Acacia flava DC.;Barneby 1986;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Espina 807 (COL);Tipo de Colombia;Llanura del Caribe, Orinoquia, Valle del Magdalena;0 m;500 m;Atlántico, Bolívar, Cundinamarca, La Guajira, Magdalena, Meta;"México a Perú y Paraguay; Antillas"
2102;FABACEAE;Piptadenia;Piptadenia pteroclada;Benth.;Pityrocarpa pteroclada (Benth.) Brenan;Barneby 1986;;Árbol;Nativa;No Evaluada;Sandeman 5819 (COL);;Amazonia, Andes, Orinoquia;100 m;710 m;Amazonas, Casanare, Meta, Putumayo;Colombia, Ecuador, Perú, Bolivia, Brasil
2103;FABACEAE;Piptadenia;Piptadenia uliginosa;Britton & Killip;;Barneby 1986;;Árbol;Nativa;No Evaluada;Killip 14453 (HT: NY);Tipo de Colombia;Llanura del Caribe;80 m;100 m;Atlántico, Bolívar;
2104;FABACEAE;Piptadenia;Piptadenia viridiflora;(Kunth) Benth.;Acacia viridiflora Kunth, Piptadenia speciosa Britton & Killip, Pityrocarpa viridiflora (Kunth) Brenan;Barneby 1986;;Arbusto, Árbol;Nativa;No Evaluada;Marulanda 2141 (COL);;Llanura del Caribe, Valle del Magdalena;20 m;1000 m;Atlántico, Bolívar, La Guajira, Magdalena, Santander;"Colombia y Venezuela a Paraguay y Argentina; Guatemala, México"
2105;FABACEAE;Piscidia;Piscidia carthagenensis;Jacq.;;Stevens et al. 2001, Zamora 2010;;Árbol;Nativa;No Evaluada;Dugand 3458 (COL);;Islas Caribeñas, Llanura del Caribe;0 m;100 m;Atlántico, Bolívar, San Andrés, Providencia y Santa Catalina;México a Bolivia, Antillas
2106;FABACEAE;Pithecellobium;Pithecellobium dulce;(Roxb.) Benth.;Mimosa dulcis Roxb.;Barneby & Grimes 1997;;Arbolito, Árbol;Nativa y cultivada;Preocupación Menor;Forero 6221 (COL);;Andes, Llanura del Caribe, Orinoquia, Pacífico, Valle del Cauca, Valle del Magdalena;0 m;2130 m;Antioquia, Atlántico, Bolívar, Boyacá, Caldas, Casanare, Cauca, Cundinamarca, La Guajira, Huila, Magdalena, Norte de Santander, Quindío, Santander, Sucre, Tolima, Valle;"México a N Suramérica; Antillas; Asia"
2107;FABACEAE;Pithecellobium;Pithecellobium lanceolatum;(Willd.) Benth.;Inga lanceolata Willd., Mimosa ligustrina Jacq., Pithecellobium spinulosum Pittier, Pithecolobium ligustrinum (Jacq.) Benth.;Barneby & Grimes 1997;;Arbusto, Arbolito, Árbol;Nativa;Preocupación Menor;Uribe-Uribe 2401 (COL);;Andes, Islas Caribeñas, Llanura del Caribe, Pacífico, Valle del Cauca, Valle del Magdalena;0 m;1250 m;Antioquia, Atlántico, Bolívar, Boyacá, Cauca, Cesar, Córdoba, Cundinamarca, La Guajira, Huila, Magdalena, San Andrés, Providencia y Santa Catalina, Santander, Sucre, Tolima, Valle;México a Colombia y Venezuela
2108;FABACEAE;Pithecellobium;Pithecellobium roseum;(Vahl) Barneby & J.W.Grimes;Inga forfex Kunth, Inga pubescens DC., Mimosa rosea Vahl, Pithecolobium forfex (Kunth) Benth., Pithecolobium pubescens (DC.) Kuntze;Barneby & Grimes 1997;Pithecellobium roseum var. roseum ;Arbusto, Árbol;Nativa;No Evaluada;Romero-Castañeda 10564 (COL);;Llanura del Caribe;0 m;350 m;Atlántico, Bolívar, La Guajira, Magdalena;Colombia, Venezuela, Guyana, Brasil
2109;FABACEAE;Pithecellobium;Pithecellobium unguis-cati;(L.) Benth.;Mimosa unguis-cati L., Pithecellobium pittieri Britton & Killip, Pithecolobium microchlamys Pittier, Pithecolobium oblongum Benth.;Barneby & Grimes 1997;;Arbusto, Árbol;Nativa;No Evaluada;Forero 9375 (COL);;Andes, Islas Caribeñas, Llanura del Caribe, Valle del Cauca, Valle del Magdalena;0 m;1420 m;Atlántico, Bolívar, Córdoba, Cundinamarca, La Guajira, Huila, Magdalena, San Andrés, Providencia y Santa Catalina, Santander, Valle;"México a Colombia; Trinidad y Tobago, Antillas"
2110;FABACEAE;Platymiscium;Platymiscium darienense;Dwyer;;Klitgaard 2005;;Árbol;Nativa;No Evaluada;Fonnegra 2053 (HUA, MO);;Llanura del Caribe, Pacífico, Valle del Magdalena;0 m;600 m;Antioquia, Chocó;Colombia, Panamá
2111;FABACEAE;Platymiscium;Platymiscium hebestachyum;Benth.;;Klitgaard 2005;;Arbusto, Árbol;Nativa;No Evaluada;Uribe 829 (COL);;Amazonia, Andes, Llanura del Caribe, Orinoquia, Valle del Magdalena;160 m;1580 m;Antioquia, Bolívar, Caldas, Caquetá, Casanare, Cundinamarca;
2112;FABACEAE;Platymiscium;Platymiscium pinnatum;(Jacq.) Dugand;Platymiscium diadelphum S.F.Blake, Platymiscium polystachyum Benth., Platymiscium ulei Harms;Klitgaard 2005;Platymiscium pinnatum subsp. pinnatum , Platymiscium pinnatum subsp. polystachyum (Seem.) Klitg., Platymiscium pinnatum var. diadelphum (S.F.Blake) Klitg., Platymiscium pinnatum var. ulei (Harms) Klitg.;Arbolito, Árbol;Nativa;No Evaluada;Cuatrecasas 10168 (COL);;Andes, Llanura del Caribe, Orinoquia;5 m;1300 m;Antioquia, Atlántico, Bolívar, Caldas, Cesar, La Guajira, Magdalena, Meta, Norte de Santander, Putumayo, Santander, Valle;América tropical
2113;FABACEAE;Platymiscium;Platymiscium stipulare;Benth.;;Klitgaard 2005;;Árbol;Nativa;No Evaluada;Rudas 3212 (MO);;Amazonia;120 m;120 m;Amazonas, Caquetá;S Colombia, Ecuador, Perú, Bolivia
2114;FABACEAE;Platymiscium;Platymiscium trinitatis;Benth.;;;;Árbol;Nativa;No Evaluada;Ramírez 7345 (COAH);;Guayana y Serranía de La Macarena;250 m;250 m;Guaviare;N Suramérica, Antillas
2115;FABACEAE;Platypodium;Platypodium elegans;Vogel;Platypodium maxonianum Pittier;Steyermark et al. 1999;Platypodium elegans subsp. maxonianum (Pittier) H.C.Lima;Árbol;Nativa;No Evaluada;Uribe 2743 (COL);;Andes, Llanura del Caribe, Orinoquia, Pacífico, Valle del Magdalena;60 m;800 m;Antioquia, Atlántico, Bolívar, Cesar, Chocó, Magdalena, Meta, Sucre;Panamá a Bolivia, Brasil
2116;FABACEAE;Poecilanthe;Poecilanthe amazonica;(Ducke) Ducke;;Steyermark et al. 1999;;Árbol;Nativa;No Evaluada;Idrobo 11413 (COL);;Amazonia, Guayana y Serranía de La Macarena;100 m;150 m;Amazonas, Guainía;S Colombia, N Perú, N Brasil, SO Venezuela
2117;FABACEAE;Poecilanthe;Poecilanthe hostmannii;(Benth.) Amshoff;;Steyermark et al. 1999;;Árbol;Nativa;No Evaluada;Cuatrecasas 7180 (COL);;Amazonia, Guayana y Serranía de La Macarena;300 m;300 m;Caquetá, Vaupés;Amazonia, Guayanas
2118;FABACEAE;Poeppigia;Poeppigia procera;C.Presl;;Quiñones 2005, Castellanos & Lewis 2012;;Árbol;Nativa;No Evaluada;Forero 1700 (COL);;Llanura del Caribe, Orinoquia, Pacífico;250 m;250 m;Chocó, Magdalena, Meta;"México a Bolivia y Brasil; Cuba"
2119;FABACEAE;Prioria;Prioria copaifera;Griseb.;;Quiñones 2005, Castellanos & Lewis 2012;;Árbol;Nativa;En Peligro;Brand 677 (HUA, MO);;Llanura del Caribe, Pacífico;2 m;400 m;Antioquia, Bolívar, Chocó, Córdoba, Magdalena, Sucre;Colombia, Centroamérica, Antillas
2120;FABACEAE;Prosopis;Prosopis juliflora;(Sw.) DC.;Mimosa juliflora Sw.;Pasiecznik et al. 2001;Prosopis juliflora var. juliflora ;Arbusto, Árbol;Nativa;No Evaluada;Dugand 4445 (COL);;Andes, Llanura del Caribe, Pacífico, Valle del Cauca, Valle del Magdalena;0 m;2100 m;Atlántico, Bolívar, Boyacá, Caldas, Cundinamarca, La Guajira, Huila, Magdalena, Nariño, Norte de Santander, Santander, Tolima, Valle;"México a Colombia y Venezuela; Antillas; cultivada en Brasil y Asia"
2121;FABACEAE;Prosopis;Prosopis pallida;(Willd.) Kunth;Acacia pallida Willd., Mimosa pallida (Willd.) Poir., Neltuma pallida (Willd.) Killip;Pasiecznik et al. 2001;;Árbol;Nativa;No Evaluada;García-Barriga 4976 (COL);;Orinoquia, Valle del Cauca;280 m;1050 m;Meta, Valle;"Colombia, Ecuador, Perú; cultivada en varios países"
2122;FABACEAE;Pseudopiptadenia;Pseudopiptadenia colombiana;(Britton & Killip) G.P.Lewis;;Lewis 1991;;Árbol;Nativa;No Evaluada;Killip 16268 (HT: NY);Conocida solo del tipo;Andes, Valle del Magdalena;1000 m;1000 m;Santander;
2123;FABACEAE;Pseudopiptadenia;Pseudopiptadenia pittieri;(Harms) G.P.Lewis;Piptadenia pittieri Harms, Piptadenia similis Britton & Killip;Lewis 1991;;Árbol;Nativa;No Evaluada;Dugand 3284 (COL);;Llanura del Caribe;100 m;250 m;Atlántico, Bolívar, Magdalena;Colombia, Venezuela
2124;FABACEAE;Pseudopiptadenia;Pseudopiptadenia psilostachya;(DC.) G.P.Lewis & M.P.Lima;Acacia psilostachya DC., Piptadenia psilostachya (DC.) Benth.;Lewis & Lima 1991;;Árbol;Nativa;No Evaluada;Gutiérrez-V. 787 (COL);;Amazonia, Guayana y Serranía de La Macarena, Llanura del Caribe;50 m;300 m;Amazonas, Bolívar, Vaupés;Colombia, Brasil, Guayana Francesa, Surinam
2125;FABACEAE;Pseudosamanea;Pseudosamanea guachapele;(Kunth) Harms;Acacia guachapele Kunth, Albizia guachapele (Kunth) Dugand, Pithecellobium guachapele (Kunth) R.S.Cowan, Pithecolobium guachapele (Kunth) J.F.Macbr.;Barneby & Grimes 1996;;Árbol;Nativa;No Evaluada;Pérez-Arbeláez 6346 (COL);;Andes, Llanura del Caribe, Orinoquia, Valle del Cauca, Valle del Magdalena;50 m;1500 m;Antioquia, Atlántico, Cauca, Cundinamarca, Huila, Magdalena, Meta, Nariño, Norte de Santander, Santander, Tolima, Valle;"México a Venezuela y Perú; cultivada en Brasil y Camerún"
2126;FABACEAE;Pterocarpus;Pterocarpus acapulcensis;Rose;Pterocarpus podocarpus S.F.Blake;Steyermark et al. 1999;;Arbusto, Árbol;Nativa;No Evaluada;Dugand 4179 (COL);;Andes, Llanura del Caribe, Orinoquia;5 m;700 m;Atlántico, Bolívar, Casanare, Cesar, La Guajira, Magdalena, Norte de Santander;México a Venezuela
2127;FABACEAE;Pterocarpus;Pterocarpus amazonum;(Benth.) Amshoff;Pterocarpus ulei Harms;Steyermark et al. 1999;;Arbolito, Árbol;Nativa;No Evaluada;Cárdenas 21529 (COAH);;Amazonia, Guayana y Serranía de La Macarena, Orinoquia;10 m;340 m;Amazonas, Caquetá, Guainía, Meta;Amazonia
2128;FABACEAE;Pterocarpus;Pterocarpus officinalis;Jacq.;;Idárraga et al. 2011;;Arbolito, Árbol;Nativa;No Evaluada;Cárdenas 4289 (COAH);;Amazonia, Llanura del Caribe, Pacífico, Valle del Magdalena;0 m;100 m;Amazonas, Antioquia, Cauca, Chocó, Nariño, Valle;América tropical, O África
2129;FABACEAE;Pterocarpus;Pterocarpus rohrii;Vahl;Pterocarpus floribundus Pittier, Pterocarpus magnicarpus Schery;Idárraga et al. 2011;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Schultes 12127 (COL);;Amazonia, Guayana y Serranía de La Macarena, Llanura del Caribe, Orinoquia, Pacífico, Valle del Magdalena;15 m;1000 m;Amazonas, Antioquia, Atlántico, Bolívar, Cesar, Chocó, Guaviare, Magdalena, Meta, Sucre;América tropical
2130;FABACEAE;Pterocarpus;Pterocarpus santalinoides;DC.;;;;Árbol;Nativa;No Evaluada;Zarucchi 2125 (COL);;Amazonia;180 m;180 m;Amazonas, Vaupés;Suramérica tropical
2131;FABACEAE;Pterogyne;Pterogyne nitens;Tul.;;Quiñones 2005;;Árbol;Cultivada;No Evaluada;Gonzales 2127 (COL);;Valle del Cauca;1000 m;1000 m;Valle;Brasil a Argentina
2132;FABACEAE;Recordoxylon;Recordoxylon speciosum;(Benoist) Barneby;Recordoxylon amazonicum (Ducke) Ducke;;;Árbol;Nativa;No Evaluada;van Dulmen 432 (COAH);;Amazonia, Guayana y Serranía de La Macarena;;;Amazonas, Caquetá;Amazonia
2133;FABACEAE;Samanea;Samanea saman;(Jacq.) Merr.;Albizia saman (Jacq.) F.Muell., Calliandra saman (Jacq.) Griseb., Inga saman (Jacq.) Willd., Mimosa saman Jacq., Pithecolobium saman (Jacq.) Benth.;Barneby & Grimes 1996;;Árbol;Nativa y cultivada;No Evaluada;Rentería 1935 (COL);;Andes, Llanura del Caribe, Pacífico, Valle del Cauca, Valle del Magdalena;0 m;1300 m;Antioquia, Atlántico, Bolívar, Boyacá, Cauca, Cesar, Córdoba, Cundinamarca, La Guajira, Huila, Magdalena, Nariño, Santander, Sucre, Tolima, Valle;Centroamérica a Colombia y Venezuela
2134;FABACEAE;Schizolobium;Schizolobium parahyba;(Vell.) S.F.Blake;Schizolobium amazonicum Ducke;Quiñones 2005, Castellanos & Lewis 2012;Schizolobium parahyba var. amazonicum (Ducke) Barneby;Árbol;Nativa y cultivada;No Evaluada;Soejarto 3634 (HUA);;Amazonia, Andes, Llanura del Caribe, Orinoquia, Valle del Magdalena;20 m;1400 m;Amazonas, Antioquia, Boyacá, Caldas, Chocó, Meta, Quindío, Risaralda, Santander;SE México a Brasil y Bolivia
2135;FABACEAE;Senegalia;Senegalia multipinnata;(Ducke) Seigler & Ebinger;Acacia multipinnata Ducke, Senegalia cordobana Britton & Killip, Senegalia tomentella Britton & Killip;Seigler et al. 2006;;Arbusto, Árbol, Liana;Nativa;No Evaluada;Forero 7184 (COL);;Amazonia, Andes, Guayana y Serranía de La Macarena, Llanura del Caribe, Orinoquia, Pacífico;400 m;830 m;Amazonas, Antioquia, Caquetá, Chocó, Magdalena, Meta, Putumayo, Quindío, Valle, Vaupés;Colombia, Ecuador, Perú, Brasil, Surinam, Guyana
2136;FABACEAE;Senegalia;Senegalia polyphylla;(DC.) Britton;Acacia glomerosa Benth., Acacia polyphylla DC., Acacia riparia Kunth, Senegalia glomerosa (Benth.) Britton & Rose, Senegalia lobana Britton & Killip;Seigler et al. 2006;;Arbusto, Árbol;Nativa;Preocupación Menor;Barclay 3560 (COL);Tipo de Colombia;Amazonia, Andes, Guayana y Serranía de La Macarena, Llanura del Caribe, Orinoquia, Pacífico, Valle del Magdalena;5 m;1400 m;Amazonas, Antioquia, Atlántico, Bolívar, Cauca, Cesar, Chocó, Cundinamarca, La Guajira, Guaviare, Huila, Magdalena, Meta, Norte de Santander, Santander, Sucre, Tolima;México a Paraguay y Bolivia
2137;FABACEAE;Senegalia;Senegalia riparia;(Kunth) Britton;Acacia cundinamarcae (Britton & Killip) García-Barr., Acacia huilana (Britton & Killip) García-Barr., Acacia riparia Spreng., Mimosa retusa Jacq., Senegalia affinis Britton & Killip, Senegalia cundinamarcae Britton & Killip, Senegalia eliasiana Britton & Killip, Senegalia huilana Britton & Killip;Seigler et al. 2006;;Arbusto, Arbolito, Árbol, Liana;Nativa;Preocupación Menor;Romero-Castañeda 10575 (COL);;Amazonia, Andes, Llanura del Caribe, Orinoquia, Pacífico, Valle del Cauca, Valle del Magdalena;0 m;1200 m;Antioquia, Atlántico, Bolívar, Cesar, Chocó, Cundinamarca, La Guajira, Huila, Magdalena, Meta, Putumayo, Santander, Tolima, Valle;México a Brasil y Paraguay
2138;FABACEAE;Senegalia;Senegalia rostrata;(Willd.) Seigler & Ebinger;Acacia rostrata Willd., Mimosa ignava Kunth;Seigler et al. 2006;;Arbusto, Árbol;Nativa;No Evaluada;Quiñones 2676 (COL);Tipo de Colombia;Llanura del Caribe, Orinoquia;10 m;120 m;Arauca, Atlántico, Magdalena;Colombia y Brasil
2139;FABACEAE;Senegalia;Senegalia tamarindifolia;(L.) Britton & Rose;Acacia pinnata Link, Acacia tamarindifolia (L.) Willd., Mimosa tamarindifolia L.;Seigler et al. 2006;;Arbusto, Árbol;Nativa y cultivada;No Evaluada;Hno. Elías 1274 (COL);;Llanura del Caribe;1 m;150 m;Atlántico, Bolívar, La Guajira, Magdalena;Colombia, Granada
2140;FABACEAE;Senegalia;Senegalia tenuifolia;(L.) Britton & Rose;Acacia paniculata Willd., Acacia tenuifolia (L.) Willd., Mimosa tenuifolia L., Senegalia paniculata (Willd.) Record, Senegalia turbacensis Britton & Killip;Seigler et al. 2006;;Arbusto, Árbol, Liana;Nativa;No Evaluada;Hernández 707 (COL);;Andes, Llanura del Caribe, Valle del Magdalena;100 m;1000 m;Antioquia, Bolívar, Cundinamarca, Santander;Colombia, Brasil, Antillas
2141;FABACEAE;Senna;Senna atomaria;(L.) H.S.Irwin & Barneby;Cassia atomaria L.;Irwin & Barneby 1982, Quiñones 2005;;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Cuadros 2370 (COL);;Llanura del Caribe;5 m;400 m;Atlántico, Bolívar, Cesar, La Guajira, Magdalena, Santander;México a Colombia y Venezuela
2142;FABACEAE;Senna;Senna bacillaris;(L.f.) H.S.Irwin & Barneby;Cassia bacillaris L.f.;Irwin & Barneby 1982, Quiñones 2005, Mancera 2009;Senna bacillaris var. bacillaris , Senna bacillaris var. benthamiana (J.F.Macbr.) H.S.Irwin & Barneb;Subarbusto, Arbusto, Arbolito, Árbol;Nativa;Preocupación Menor;Lozano 7431 (COL);;Amazonia, Andes, Orinoquia, Pacífico;5 m;1780 m;Amazonas, Antioquia, Atlántico, Bolívar, Boyacá, Caldas, Caquetá, Casanare, Cesar, Chocó, Cundinamarca, Guainía, Guaviare, Magdalena, Meta, Nariño, Putumayo, Santander, Sucre, Tolima, Vaupés, Vichada;N Suramérica
2143;FABACEAE;Senna;Senna bicapsularis;(L.) Roxb.;Cassia bicapsularis L.;Irwin & Barneby 1982, Quiñones 2005;Senna bicapsularis var. bicapsularis ;Hierba, Arbusto, Arbolito, Árbol;Nativa;Preocupación Menor;Saravia 2466 (COL);;Amazonia, Andes, Llanura del Caribe, Orinoquia, Pacífico;0 m;2400 m;Amazonas, Atlántico, Bolívar, Cauca, Cundinamarca, La Guajira, Huila, Magdalena, Meta, Putumayo, Tolima;SE Estados Unidos a C Suramérica
2144;FABACEAE;Senna;Senna caudata;(Standl.) H.S.Irwin & Barneby;Cassia caudata Standl.;Irwin & Barneby 1982, Quiñones 2005;;Arbusto, Árbol;Nativa;No Evaluada;Alzate 311 (HUA);;Andes;1100 m;1650 m;Antioquia;Costa Rica a Colombia
2145;FABACEAE;Senna;Senna dariensis;(Britton & Rose) H.S.Irwin & Barneby;Chamaefistula bolivarensis Britton & Killip, Chamaefistula dariensis Britton & Rose;Irwin & Barneby 1982, Mancera 2009;Senna dariensis var. dariensis , Senna dariensis var. gatunensis (Britton & Rose) H.S.Irwin & Barneby, Senna dariensis var. hypoglauca H.S.Irwin & Barneby, Senna dariensis var. smaragdina H.S.Irwin & Barneby;Hierba, Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Forero 5844 (COL);;Andes, Pacífico;0 m;1600 m;Antioquia, Caldas, Chocó, Córdoba, Nariño, Valle;Costa Rica a Ecuador
2146;FABACEAE;Senna;Senna fruticosa;(Mill.) H.S.Irwin & Barneby;Cassia fruticosa Mill.;Irwin & Barneby 1982, Quiñones 2005;;Arbusto, Arbolito, Árbol;Naturalizada;No Evaluada;Pérez-Arbeláez s.n. (COL);;Amazonia, Andes, Llanura del Caribe, Pacífico;0 m;1760 m;Amazonas, Antioquia, Atlántico, Bolívar, Caquetá, Chocó, Cundinamarca, Magdalena, Putumayo, Santander, Valle, Vaupés;"México a Honduras; naturalizada en otras regiones"
2147;FABACEAE;Senna;Senna hirsuta;(L.) H.S.Irwin & Barneby;Cassia caracasana Jacq., Cassia hirsuta L., Cassia tomentosa Arn., Cassia venenifera G.Meyer, Ditremexa hirsuta (L.) Britton & Wilson;Irwin & Barneby 1982, Quiñones 2005, Mancera 2009;Senna hirsuta var. hirsuta , Senna hirsuta var. hirta H.S.Irwin & Barneby, Senna hirsuta var. leptocarpa (Benth.) H.S.Irwin & Barneby;Hierba, Subarbusto, Árbol;Nativa;Preocupación Menor;Cuatrecasas 19517 (COL);;Andes, Valle del Cauca, Valle del Magdalena;400 m;2200 m;Antioquia, Boyacá, Caldas, Cauca, Cundinamarca, Huila, Santander, Tolima, Valle;América, África, SE Asia
2148;FABACEAE;Senna;Senna huilana;(Britton & Killip) H.S.Irwin & Barneby;Chamaefistula huilana Britton & Killip, Chamaefistula micradenia Britton & Killip;Irwin & Barneby 1982, Quiñones 2005;;Arbusto, Árbol;Nativa;No Evaluada;Llanos 3251 (COL);;Andes;1200 m;2500 m;Antioquia, Cundinamarca, Huila, Santander, Tolima, Valle;
2149;FABACEAE;Senna;Senna macranthera;(Collad.) H.S.Irwin & Barneby;Cassia macranthera Collad.;Irwin & Barneby 1982, Quiñones 2005;Senna macranthera var. lindeni H.S.Irwin & Barneby, Senna macranthera var. micans (Nees) H.S.Irwin & Barneby;Arbusto, Árbol;Nativa;No Evaluada;Uribe-Uribe 4742 (COL);;Andes;1650 m;2450 m;Boyacá, Cundinamarca;Venezuela a Perú
2150;FABACEAE;Senna;Senna multiglandulosa;(Jacq.) H.S.Irwin & Barneby;Adipera tomentosa (L.f.) Britton & Rose, Cassia albida Ortega, Cassia cana Steud., Cassia lutescens G.Don, Cassia multiglandulosa Jacq., Cassia tomentosa L.f., Cassia tomentosa var. albida (Ortega) Collad., Cassia wightiana Graham;Irwin & Barneby 1982, Quiñones 2005, Mancera 2009;;Arbusto, Arbolito, Árbol;Nativa y cultivada;No Evaluada;Mora-Osejo 748 (COL);;Andes;1500 m;3700 m;Antioquia, Boyacá, Cauca, Cundinamarca, Nariño, Putumayo;"México a Bolivia; cultivada alrededor del mundo"
2151;FABACEAE;Senna;Senna multijuga;(Rich.) H.S.Irwin & Barneby;Cassia multijuga Rich.;Irwin & Barneby 1982, Quiñones 2005;Senna multijuga subsp. lindleyana (Gardner) H.S.Irwin & Barneby, Senna multijuga subsp. multijuga , Senna multijuga var. multijuga , Senna multijuga var. peregrinatrix H.S.Irwin & Barneby;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Aguirre 1150 (COL);;Amazonia, Andes, Llanura del Caribe, Orinoquia;225 m;2300 m;Amazonas, Bolívar, Caquetá, Cesar, Meta, Putumayo, Vichada;"México a N Suramérica; Antillas"
2152;FABACEAE;Senna;Senna papillosa;(Britton & Rose) H.S.Irwin & Barneby;Chamaefistula angusta Britton & Killip, Chamaefistula curranii Britton & Killip, Chamaefistula fluviatilis Britton & Killip, Chamaefistula papillosa Britton & Rose;Irwin & Barneby 1982, Quiñones 2005;Senna papillosa var. angusta (Britton & Killip) H.S.Irwin & Barneby, Senna papillosa var. papillosa ;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Lozano 1804 (COL);;Andes, Guayana y Serranía de La Macarena, Llanura del Caribe, Orinoquia;100 m;2350 m;Antioquia, Bolívar, Cauca, Cesar, Cundinamarca, Magdalena, Meta, Norte de Santander, Quindío, Valle;N Suramérica
2153;FABACEAE;Senna;Senna pendula;(Willd.) H.S.Irwin & Barneby;;Irwin & Barneby 1982, Quiñones 2005, Mancera 2009;Senna pendula var. advena (Vogel) H.S.Irwin & Barneby, Senna pendula var. indecora (Kunth) Luckow, Senna pendula var. pendula ;Hierba, Arbusto, Arbolito, Árbol;Nativa;Preocupación Menor;Killip 38612 (COL);;Andes, Orinoquia, Valle del Magdalena;50 m;1940 m;Antioquia, Boyacá, Caldas, Casanare, Cauca, Cesar, Cundinamarca, La Guajira, Meta, Norte de Santander, Santander, Valle;México a Argentina
2154;FABACEAE;Senna;Senna pistaciifolia;(Kunth) H.S.Irwin & Barneby;Cassia pistaciifolia Kunth, Chamaesenna colombiana Britton & Killip, Chamaesenna pistaciifolia (Kunth) Britton & Killip;Irwin & Barneby 1982, Quiñones 2005, Mancera 2009;Senna pistaciifolia var. pistaciifolia ;Arbolito, Árbol;Nativa;No Evaluada;Franco-Rosselli 2949 (COL);;Andes;1230 m;2713 m;Antioquia, Caldas, Cauca, Cundinamarca, Huila, Magdalena, Nariño, Risaralda, Valle;Colombia, Ecuador
2155;FABACEAE;Senna;Senna ruiziana;(G.Don) H.S.Irwin & Barneby;Chamaefistula ruiziana G.Don;Irwin & Barneby 1982, Quiñones 2005;Senna ruiziana var. ruiziana ;Subarbusto, Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Lozano 608 (COL);;Amazonia, Pacífico, Valle del Magdalena;300 m;700 m;Amazonas, Antioquia, Caquetá, Nariño, Putumayo;Colombia, Ecuador, Perú, Bolivia
2156;FABACEAE;Senna;Senna santanderensis;(Britton & Killip) H.S.Irwin & Barneby;Adipera santanderensis Britton & Killip;Irwin & Barneby 1982, Quiñones 2005;;Arbusto, Árbol;Nativa;No Evaluada;Jaramillo 887 (COL);Tipo de Colombia;Andes;2100 m;2800 m;Boyacá, Cundinamarca, Santander;Colombia, Venezuela
2157;FABACEAE;Senna;Senna siamea;(Lam.) H.S.Irwin & Barneby;Cassia arborea Macfad., Cassia florida Vahl, Cassia gigantea DC., Cassia siamea Lam., Cassia siamea var. puberula Kurz, Chamaefistula gigantea G.Don, Sciacassia siamea (Lam.) Britton & Rose;Irwin & Barneby 1982, Quiñones 2005, Mancera 2009;;Árbol;Cultivada;No Evaluada;Plowman 3733 (COL);;Amazonia, Andes, Llanura del Caribe, Pacífico, Valle del Cauca, Valle del Magdalena;0 m;1600 m;Antioquia, Bolívar, Chocó, Córdoba, Cundinamarca, La Guajira, Magdalena, Norte de Santander, Putumayo, Santander, Tolima, Valle;"Nativa de Asia; cultivada en América"
2158;FABACEAE;Senna;Senna silvestris;(Vell.) H.S.Irwin & Barneby;Cassia silvestris Vell.;Irwin & Barneby 1982, Quiñones 2005;Senna silvestris subsp. silvestris ;Arbusto, Arbolito, Árbol;Nativa;No Evaluada;Schultes 24086 (COL);;Andes, Guayana y Serranía de La Macarena, Orinoquia;0 m;1300 m;Amazonas, Caquetá, Chocó, Córdoba, Cundinamarca, Guainía, Guaviare, Meta, Norte de Santander, Vaupés, Vichada;Colombia, Venezuela, Perú, Brasil, Bolivia, Paraguay
2159;FABACEAE;Senna;Senna spectabilis;(DC.) H.S.Irwin & Barneby;Cassia amazonica Ducke, Cassia carnaval Speg., Cassia edulis Posada-Ar., Cassia excelsa var. acutifolia Hassl., Cassia humboldtiana DC., Cassia speciosa Kunth, Cassia spectabilis DC., Cassia totonaca Sessé & Moc., Cassia trinitatis DC., Pseudocassia spectabilis (DC.) Britton & Rose;Irwin & Barneby 1982, Quiñones 2005, Mancera 2009;Senna spectabilis var. spectabilis ;Arbolito, Árbol;Nativa;Preocupación Menor;Dugand 3532 (COL);;Andes, Valle del Cauca, Valle del Magdalena;160 m;1800 m;Antioquia, Caldas, Cauca, Cundinamarca, Huila, Quindío, Risaralda, Tolima, Valle;"México a Argentina; Antillas"
2160;FABACEAE;Senna;Senna viarum;(Little) H.S.Irwin & Barneby;Cassia velutina (Britton & Killip) García-Barr., Cassia viarum Little, Chamaesenna velutina Britton & Killip;Irwin & Barneby 1982, Mancera 2009;;Arbolito, Árbol;Nativa y cultivada;No Evaluada;García-Barriga 10899 (COL);;Andes;2000 m;2700 m;Cundinamarca, Norte de Santander, Tolima;Colombia, Ecuador
