id;familia;genero;nombre;autor;sinonimos;referencias;taxones_infraespecificos;habito;origen;estado_de_conservacion;especimen_representativo;notas;regiones_biogeograficas;elevacion_minima;elevacion_maxima;departamentos;distribucion_global
1098;CUCURBITACEAE;Sechium;Sechium edule;(Jacq.) Sw.;;;;Trepadora;Cultivada;No Evaluada;Cardona 9 (HUA);;Andes;1150 m;2500 m;Antioquia, Cundinamarca, Putumayo, Valle;"Nativa de México; cultivada y naturalizada en América tropical"
1099;CUCURBITACEAE;Selysia;Selysia bidentata;R.J.Hampshire;;;;Trepadora;Nativa;No Evaluada;Gentry 24140 (COL, MO);;Pacífico;90 m;90 m;Chocó;NO Colombia, Panamá
1100;CUCURBITACEAE;Selysia;Selysia cordata;Cogn.;;;;Trepadora;Nativa;No Evaluada;Ramírez 250 (JAUM, MO, HUA);Tipo de Colombia;Andes, Pacífico, Valle del Magdalena;50 m;1200 m;Antioquia, Boyacá, Chocó, Santander;
1101;CUCURBITACEAE;Selysia;Selysia prunifera;(Poepp. & Endl.) Cogn.;Selysia aspera C.Jeffrey;;;Trepadora;Nativa;No Evaluada;Espina 3850 (MO);;Amazonia, Andes, Pacífico, Valle del Magdalena;0 m;1240 m;Amazonas, Antioquia, Caquetá, Chocó, Nariño, Santander, Valle;Nicaragua a Brasil y Bolivia
1102;CUCURBITACEAE;Selysia;Selysia smithii;(Standl.) C.Jeffrey;;;;Trepadora;Nativa;No Evaluada;Monsalve 443 (CUVC, MO);;Pacífico;0 m;230 m;Valle;Colombia a Perú
1103;CUCURBITACEAE;Sicana;Sicana odorifera;(Vell.) Naudin;;;;Trepadora;Cultivada;No Evaluada;Romero-Castañeda 10021 (COL);;Amazonia, Andes, Llanura del Caribe, Valle del Magdalena;100 m;1300 m;Antioquia, Putumayo, Sucre, Tolima;"Nativa de Suramérica; cultivada en los trópicos"
1104;CUCURBITACEAE;Sicydium;Sicydium diffusum;Cogn.;;;;Trepadora;Nativa;No Evaluada;Restrepo 554 (MO);;Andes;1800 m;1800 m;Nariño;S Colombia a Bolivia
1105;CUCURBITACEAE;Sicydium;Sicydium schiedeanum;Schltdl.;Sicydium coriaceum Cogn.;;;Trepadora;Nativa;No Evaluada;Smith 1902 (MO, NY);;Andes, Sierra Nevada de Santa Marta;1400 m;1524 m;Antioquia, Magdalena;S México a Colombia
1106;CUCURBITACEAE;Sicydium;Sicydium tamnifolium;(Kunth) Cogn.;Fevillea tamnifolia Kunth;;;Trepadora;Nativa;Preocupación Menor;Forero 3569 (COL, MO);;Andes, Llanura del Caribe, Pacífico, Valle del Cauca, Valle del Magdalena;20 m;1100 m;Antioquia, Bolívar, Chocó, Córdoba, La Guajira, Magdalena, Nariño, Tolima, Valle;S México y Caribe a Perú y Brasil
1107;CUCURBITACEAE;Sicyos;Sicyos macrocarpus;Cogn.;;;;Trepadora;Nativa;No Evaluada;Holton 717 (HT: NY);Tipo de Colombia;Andes;800 m;2900 m;Caldas, Nariño, Quindío;
1108;CUCURBITACEAE;Sicyos;Sicyos montanus;Poepp. & Endl.;;;;Trepadora;Nativa;No Evaluada;Rangel 5169 (COL, MO);;Andes;2400 m;2800 m;Cauca, Risaralda;Colombia a Bolivia
1109;CUCURBITACEAE;Sicyos;Sicyos parviflorus;Willd.;;;;Trepadora;Nativa;No Evaluada;;Esperada;;;;Desconocido;México, Centroamérica, Ecuador
1110;CUCURBITACEAE;Siolmatra;Siolmatra pentaphylla;Harms;;;;Trepadora;Nativa;No Evaluada;Stevenson 2039 (NY);Esperada;Orinoquia;100 m;350 m;Meta;Colombia, Perú
1111;CYCLANTHACEAE;Asplundia;Asplundia microphylla;(Oerst.) Harling;;Harling 1958;Asplundia microphylla subsp. microphylla , Asplundia microphylla subsp. panamensis Harling;Hierba, Trepadora, Hemiepífita;Nativa;No Evaluada;García-Barriga 15332 (COL);;Andes;2200 m;2900 m;Cundinamarca;Colombia a Costa Rica
1112;CYCLANTHACEAE;Asplundia;Asplundia sarmentosa;Galeano & R.Bernal;;Galeano & Bernal 1984, Tuberquia 2011;;Hierba, Trepadora, Hemiepífita;Nativa;No Evaluada;Bernal 153 (PT: HUA);Tipo de Colombia;Andes;2140 m;2440 m;Antioquia, Quindío, Risaralda;
1113;CYCLANTHACEAE;Asplundia;Asplundia schizotepala;Harling;;Harling 1958;;Hierba, Trepadora, Hemiepífita;Nativa;No Evaluada;Romero-Castañeda 6114 (COL);;Andes, Pacífico;130 m;1100 m;Chocó;N Suramérica
1114;CYCLANTHACEAE;Asplundia;Asplundia trilobulata;Tuberq.;;Tuberquia 1997;;Hierba, Trepadora, Hemiepífita;Nativa;No Evaluada;Tuberquia 252 (HUA, COL);Conocida solo del tipo;Pacífico;0 m;150 m;Chocó, Valle;
1115;CYCLANTHACEAE;Asplundia;Asplundia urophylla;Harling;;Harling 1958, Tuberquia 2011;;Hierba, Trepadora, Hemiepífita;Nativa;No Evaluada;Tuberquia 2605 (HUA);Tipo de Colombia;Andes;1900 m;2100 m;Antioquia, Valle;
1116;CYCLANTHACEAE;Evodianthus;Evodianthus funifer;(Poit.) Lindm.;;Harling 1958, Tuberquia 2011;Evodianthus funifer subsp. fendleranus Harling, Evodianthus funifer subsp. trailianus (Drude) Harling;Hierba, Trepadora, Hemiepífita;Nativa;Preocupación Menor;Cuatrecasas 17654 (PT: VALLE, US);;Amazonia, Andes, Llanura del Caribe, Orinoquia, Pacífico, Sierra Nevada de Santa Marta, Valle del Cauca, Valle del Magdalena;0 m;1500 m;Amazonas, Antioquia, Caquetá, Cauca, Chocó, Córdoba, Cundinamarca, Nariño, Putumayo, Risaralda, Santander, Valle, Vaupés;Costa Rica a Perú y Brasil
1117;CYCLANTHACEAE;Thoracocarpus;Thoracocarpus bissectus;(Vell.) Harling;;Harling 1958, Tuberquia 2011;;Hierba, Trepadora, Hemiepífita;Nativa;Preocupación Menor;Cuatrecasas 17476 (VALLE);;Amazonia, Andes, Guayana y Serranía de La Macarena, Orinoquia, Pacífico, Sierra Nevada de Santa Marta, Valle del Cauca, Valle del Magdalena;10 m;1450 m;Amazonas, Antioquia, Caquetá, Cauca, Chocó, Magdalena, Meta, Nariño, Putumayo, Risaralda, Santander, Valle, Vichada;Neotrópico
1118;CYPERACEAE;Kyllinga;Kyllinga brevifolia;Rottb.;;Rangel-Ch. 2004;;Hierba, Trepadora;Nativa;Preocupación Menor;Croat 61371 (MO);;Llanura del Caribe, Orinoquia, Pacífico, Sierra Nevada de Santa Marta, Valle del Cauca;0 m;2850 m;Antioquia, Arauca, Atlántico, Boyacá, Casanare, Cauca, Chocó, Cundinamarca, Huila, Magdalena, Meta, Nariño, Putumayo, Valle, Vichada;Trópicos y subtrópicos alrededor del mundo
1119;CYPERACEAE;Scleria;Scleria bracteata;Cav.;;Core 1948, Strong 1994, Camelbeke & Goetghebeur 2000;;Hierba, Trepadora;Nativa;No Evaluada;Hno. Daniel 5528 (MEDEL);;Andes, Llanura del Caribe, Orinoquia, Pacífico, Valle del Magdalena;250 m;1700 m;Antioquia, Cauca, Cesar, Huila, Magdalena, Meta, Santander, Valle;Centroamérica, Trinidad y Tobago, las Guayanas, Colombia, Venezuela, Ecuador, Perú, Bolivia y Brasil
1120;CYPERACEAE;Scleria;Scleria comosa;(Nees) Steud.;;;;Hierba, Trepadora;Nativa;No Evaluada;Franco 3699 (COL, MO);;Amazonia;350 m;650 m;Caquetá;Amazonia de Colombia, Bolivia, Brasil y Perú
1121;CYPERACEAE;Scleria;Scleria cyperina;Kunth;;Core 1948, Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;No Evaluada;Marulanda 1956 (HUA);;Amazonia, Andes, Orinoquia;75 m;1675 m;Amazonas, Caquetá, Guainía, Meta, Santander, Vaupés, Vichada;Honduras, Nicaragua, Colombia, Venezuela, Guayanas, Brasil, Perú
1122;CYPERACEAE;Scleria;Scleria distans;Poir.;Scleria hirtella [auct.mult.non Sw.];Core 1936, Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;No Evaluada;Callejas 7055 (COAH, HUA);;Andes, Llanura del Caribe, Orinoquia;100 m;2100 m;Antioquia, Boyacá, Cauca, Cundinamarca, Magdalena, Meta, Norte de Santander, Santander, Vichada;"Centroamérica a Argentina y Uruguay; Puerto Rico"
1123;CYPERACEAE;Scleria;Scleria eggersiana;Boeckeler;;Core 1948, Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;No Evaluada;Espinal 2567 (CUVC);;Valle del Magdalena;130 m;130 m;Santander;"Centroamérica a N Suramérica; Antillas, Trinidad y Tobago"
1124;CYPERACEAE;Scleria;Scleria flagellum-nigrorum;P.J.Bergius;;Core 1936;;Hierba, Trepadora;Nativa;No Evaluada;Ramírez 1253 (JAUM);Especie dudosa;Amazonia, Valle del Magdalena;100 m;800 m;Amazonas, Antioquia;Centroamérica a Brasil, Perú y Bolivia
1125;CYPERACEAE;Scleria;Scleria huberi;C.B.Clarke;Scleria peruviana Kük.;Core 1936, Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;No Evaluada;von Sneidern A631 (K);Especie dudosa;Andes;1300 m;1300 m;Nariño;Colombia?, Perú, Bolivia, Brasil
1126;CYPERACEAE;Scleria;Scleria interrupta;Rich.;Hypoporum interruptum (Rich.) Nees;Core 1936;;Hierba, Trepadora;Nativa;No Evaluada;Allen 560 (MO);;Orinoquia;;;Casanare;Centroamérica, Colombia, Venezuela, Guayana Francesa, Ecuador
1127;CYPERACEAE;Scleria;Scleria killipiana;Britton;Scleria hirtella var. killipiana (Britton) H.Pfeiff.;Core 1948, Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;No Evaluada;"Killip 11667 (HT: NY; IT: US)";Conocida solo del tipo;Andes;1500 m;1700 m;Valle;Cordillera Occidental
1128;CYPERACEAE;Scleria;Scleria lagoensis;Boeckeler;Scleria moritziana Boeckeler;Core 1948, Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;No Evaluada;Smith 237 (BM, K, P-2, MO);;Llanura del Caribe;;;Magdalena;Colombia, Venezuela, Brasil, Bolivia, Perú
1129;CYPERACEAE;Scleria;Scleria latifolia;Sw.;Scleria arundinacea Kunth;Core 1948, Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;No Evaluada;Cuatrecasas 13026 (COL);;Andes, Llanura del Caribe, Orinoquia;200 m;1630 m;Antioquia, Magdalena, Meta, Norte de Santander, Putumayo, Vichada;"Centroamérica a Suramérica; Antillas, Trinidad y Tobago"
1130;CYPERACEAE;Scleria;Scleria longigluma;Kük.;;Core 1936, Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;No Evaluada;Callejas 7048A (HUA, GENT, MO);;Orinoquia;410 m;410 m;Meta;Colombia, Venezuela, Brasil, Argentina, Paraguay
1131;CYPERACEAE;Scleria;Scleria macbrideana;Gross;;Core 1948, Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;No Evaluada;Ramírez 330 (JAUM, COL);;Andes;710 m;1600 m;Antioquia, Meta;Colombia, Ecuador, Perú
1132;CYPERACEAE;Scleria;Scleria macrogyne;C.B.Clarke;;Core 1936, Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;No Evaluada;Schultes 16895 (BM);;Guayana y Serranía de La Macarena;120 m;350 m;Guainía, Guaviare, Meta, Vaupés;Colombia, Venezuela, Ecuador, Guyana, Surinam, Brasil, Perú
1133;CYPERACEAE;Scleria;Scleria macrophylla;J.Presl & C.Presl;;Core 1948, Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;No Evaluada;Espina 2978 (HUA, GENT);;Amazonia, Andes, Llanura del Caribe, Orinoquia, Pacífico;20 m;1900 m;Amazonas, Antioquia, Caquetá, Chocó, Magdalena, Meta, Putumayo, Valle, Vaupés, Vichada;Centroamérica a N Suramérica
1134;CYPERACEAE;Scleria;Scleria martii;(Nees) Steud.;;Core 1948, Camelbeke & Goetghebeur 2002, Camelbeke et al. 2003;;Hierba, Trepadora;Nativa;No Evaluada;Lozano 1829 (COL);;Amazonia, Guayana y Serranía de La Macarena, Orinoquia;80 m;1200 m;Amazonas, Caquetá, Casanare, Guainía, Guaviare, Meta, Putumayo, Vichada;Belice, N Suramérica
1135;CYPERACEAE;Scleria;Scleria melaleuca;Schltdl. & Cham.;Scleria pterota C.Presl, Scleria pterota var. melaleuca (Schltdl. & Cham.) Uittien;Core 1948, Camelbeke & Goetghebeur 2002, Camelbeke et al. 2003;;Hierba, Trepadora;Nativa;Preocupación Menor;Ramos 2814 (CUVC, MO);;Amazonia, Andes, Guayana y Serranía de La Macarena, Llanura del Caribe, Orinoquia, Pacífico, Valle del Cauca, Valle del Magdalena;200 m;1090 m;Amazonas, Antioquia, Bolívar, Boyacá, Caldas, Caquetá, Cauca, Chocó, Córdoba, Cundinamarca, Meta, Nariño, Norte de Santander, Putumayo, Risaralda, Santander, Valle, Vaupés;"Centroamérica a Argentina, Paraguay; Antillas, Trinidad, Tobago"
1136;CYPERACEAE;Scleria;Scleria mexicana;(Liebm.) Boeckeler;Scleria chimborazensis C.B.Clarke, Scleria sororia Kunth;Core 1948, Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;No Evaluada;Smith 2521 (K, MB);;Andes, Llanura del Caribe, Sierra Nevada de Santa Marta;1420 m;1580 m;Cauca, Magdalena, Tolima, Valle;"México a Nicaragua; Colombia, Venezuela, Brasil y Ecuador"
1137;CYPERACEAE;Scleria;Scleria microcarpa;Kunth;;Camelbeke & Goetghebeur 2002;Scleria microcarpa var. latifolia Boeckeler;Hierba, Trepadora;Nativa;Preocupación Menor;Cabrera 3583 (CUVC);;Amazonia, Andes, Guayana y Serranía de La Macarena, Llanura del Caribe, Pacífico, Valle del Magdalena;5 m;1000 m;Amazonas, Antioquia, Bolívar, Boyacá, Caquetá, Cauca, Chocó, Córdoba, Cundinamarca, Guainía, Magdalena, Meta, Santander, Valle;"Centroamérica a Bolivia y Paraguay; Cuba"
1138;CYPERACEAE;Scleria;Scleria mitis;P.J.Bergius;Scleria vichadensis F.J.Herm.;Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;Preocupación Menor;Benavides 4278 (MO, PSO);;Amazonia, Llanura del Caribe, Orinoquia, Pacífico, Valle del Magdalena;20 m;1000 m;Amazonas, Antioquia, Arauca, Caquetá, Cauca, Chocó, Cundinamarca, Guainía, Magdalena, Meta, Nariño, Valle, Vichada;"Centroamérica a Brasil; Martinica, Puerto Rico, República Dominicana, Trinidad y Tobago"
1139;CYPERACEAE;Scleria;Scleria neogranatensis;C.B.Clarke;;Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;No Evaluada;Uribe 131 (HUA, MEDEL);Tipo de Colombia;Valle del Magdalena;800 m;1300 m;Antioquia, Cauca, Magdalena, Valle;Colombia, Venezuela, Ecuador, Brasil, Perú
1140;CYPERACEAE;Scleria;Scleria parallela;C.B.Clarke;;Core 1948, Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;No Evaluada;Davidse 26587 (JBGP);;Guayana y Serranía de La Macarena;65 m;440 m;Guainía, Vaupés;Colombia, Venezuela, Brasil
1141;CYPERACEAE;Scleria;Scleria purdiei;C.B.Clarke;;Core 1948, Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;No Evaluada;Smith 2198 (K);Tipo de Colombia;Llanura del Caribe, Orinoquia;113 m;417 m;Boyacá, Casanare, Magdalena, Meta;México, Costa Rica, Panamá, Colombia, Venezuela, Brasil, Bolivia
1142;CYPERACEAE;Scleria;Scleria ramosa;C.B.Clarke;;Cárdenas et al. 2008b;;Hierba, Trepadora;Nativa;No Evaluada;Cárdenas 24541 (COAH);;Guayana y Serranía de La Macarena;100 m;200 m;Amazonas, Caquetá, Guainía, Guaviare, Meta;Colombia, Venezuela, Surinam, Brasil, Perú
1143;CYPERACEAE;Scleria;Scleria reticularis;Michx.;Scleria muehlenbergii Steud.;Core 1948, Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;No Evaluada;Cortés 343 (COL);;Orinoquia, Valle del Cauca, Valle del Magdalena;150 m;171 m;Cauca, Huila, Meta, Tolima, Vichada;México a Argentina
1144;CYPERACEAE;Scleria;Scleria robusta;Camelb. & Goetgh.;Scleria grandis Core;Core 1948, Camelbeke & Goetghebeur 2000, Camelbeke & Goetghebeur 2002, Camelbeke et al. 2003;;Hierba, Trepadora;Nativa;No Evaluada;Cuatrecasas 8890 (US);Tipo de Colombia;Amazonia, Guayana y Serranía de La Macarena;200 m;500 m;Caquetá, Vaupés;Colombia, Venezuela, Perú
1145;CYPERACEAE;Scleria;Scleria scabra;Willd.;;Core 1948, Hermann 1948, Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;No Evaluada;Saravia 2650 (COL);;Orinoquia;100 m;400 m;Casanare, Vichada;"N Suramérica; Cuba"
1146;CYPERACEAE;Scleria;Scleria secans;(L.) Urb.;Scleria reflexa Kunth, Scleria stenophylla Core;Core 1948, Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;Preocupación Menor;Fernández 20963 (COL);;Amazonia, Andes, Guayana y Serranía de La Macarena, Islas Caribeñas, Llanura del Caribe, Orinoquia, Pacífico, Valle del Cauca;0 m;2000 m;Amazonas, Antioquia, Boyacá, Caquetá, Casanare, Cauca, Chocó, Cundinamarca, La Guajira, Magdalena, Meta, Norte de Santander, San Andrés, Providencia y Santa Catalina, Santander, Valle, Vaupés, Vichada;"Centroamérica a Argentina; Antillas, Trinidad y Tobago"
1147;CYPERACEAE;Scleria;Scleria setulosociliata;Boeckeler;;Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;No Evaluada;Brand 1262 (HUA, MO);;Valle del Magdalena;50 m;50 m;Antioquia;"Centroamérica a Colombia, Venezuela, Ecuador, Bolivia; Cuba"
1148;CYPERACEAE;Scleria;Scleria skutchii;M.T.Strong & J.R.Grant;;Strong 1994, Gómez-Laurito 2003;;Hierba, Trepadora;Nativa;No Evaluada;Fonnegra 1770 (HUA);;Pacífico;150 m;200 m;Antioquia, Chocó;Costa Rica, Colombia, Ecuador
1149;CYPERACEAE;Scleria;Scleria splitgerberiana;Uittien;;Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;No Evaluada;Schultes 17444 (US);;Amazonia, Guayana y Serranía de La Macarena;180 m;180 m;Vaupés;Colombia, Ecuador, Perú, Bolivia, Surinam
1150;CYPERACEAE;Scleria;Scleria sprucei;C.B.Clarke;;Hermann 1948, Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;No Evaluada;Hermann 11007 (IT: COL);;Orinoquia;100 m;250 m;Meta, Vichada;Colombia, Venezuela, Brasil, Bolivia
1151;CYPERACEAE;Scleria;Scleria stipitata;Uittien;;;;Hierba, Trepadora;Nativa;No Evaluada;Croat 7577 (MO);;Amazonia;90 m;90 m;Amazonas;Colombia, Ecuador, Perú, Guyana, Surinam
1152;CYPERACEAE;Scleria;Scleria stipularis;Nees;;Camelbeke & Goetghebeur 2002, Rangel-Ch. 2004;;Hierba, Trepadora;Nativa;No Evaluada;Hernández 68 (HUA);;Amazonia, Guayana y Serranía de La Macarena, Pacífico;50 m;630 m;Caquetá, Chocó, Vaupés;Colombia, Venezuela, Guayana Francesa, Surinam, Brasil, Bolivia
1153;CYPERACEAE;Scleria;Scleria tenacissima;(Nees) Steud.;;Hermann 1948, Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;No Evaluada;Hermann 10928 (COL);;Guayana y Serranía de La Macarena, Orinoquia;150 m;200 m;Casanare, Meta;Colombia, Venezuela, Brasil, Bolivia
1154;CYPERACEAE;Scleria;Scleria tepuiensis;Core;;Camelbeke & Goetghebeur 2002;;Hierba, Trepadora;Nativa;No Evaluada;Callejas 6476 (GENT, MO);;Guayana y Serranía de La Macarena;200 m;410 m;Meta, Vaupés;Colombia, Venezuela, Guyana, Guayana Francesa
1155;CYPERACEAE;Scleria;Scleria tropicalis;M.T.Strong;;Strong 2007;;Hierba, Trepadora;Nativa;No Evaluada;Romero-Castañeda 887 (COL, US);;Andes;1800 m;2000 m;Magdalena;Colombia, Venezuela
1156;CYPERACEAE;Scleria;Scleria vaginata;Steud.;;Camelbeke & Goetghebeur 2002, Rangel-Ch. 2004;;Hierba, Trepadora;Nativa;No Evaluada;Benavides 6122 (PSO);;Amazonia, Guayana y Serranía de La Macarena, Pacífico;100 m;400 m;Amazonas, Valle, Vaupés;Costa Rica a N Suramérica
1157;CYPERACEAE;Scleria;Scleria verticillata;Willd.;Scleria micrococca (Liebm.) Steud.;Kessler 1987, Camelbeke & Goetghebeur 2002, Camelbeke et al. 2003;;Hierba, Trepadora;Nativa;No Evaluada;Smith 234 (COL, P);;Andes, Sierra Nevada de Santa Marta;600 m;1350 m;Bolívar, Cundinamarca, Magdalena, Meta, Norte de Santander, Santander, Tolima;"México, Costa Rica, N y C Suramérica; Bahamas, Cuba, Puerto Rico"
1158;DICHAPETALACEAE;Dichapetalum;Dichapetalum axillare;Woodson;;Prance 1972b, Prance 2001;;Arbusto, Árbol, Trepadora, Liana;Nativa;Preocupación Menor;Callejas 4881 (HUA, K, MO, NY);;Andes, Pacífico, Valle del Magdalena;100 m;1850 m;Antioquia, Chocó;"Belice a Colombia; disyunta en Perú"
1159;DICHAPETALACEAE;Dichapetalum;Dichapetalum donnell-smithii;Engl.;;Prance 1972b, Prance 2001, Calderón et al. 2002;Dichapetalum donnell-smithii var. donnell-smithii ;Subarbusto, Árbol, Trepadora;Nativa;Vulnerable;Forero 1626 (COL, MO, NY);;Pacífico, Valle del Magdalena;240 m;290 m;Chocó, Santander;S México a N Colombia
1160;DICHAPETALACEAE;Dichapetalum;Dichapetalum froesii;Prance;;Prance 1972b, Prance 2001, Calderón et al. 2002;;Arbusto, Arbolito, Trepadora;Nativa;Casi Amenazada;Cuatrecasas 8975 (COL, F, NY, US);;Amazonia, Andes;400 m;1420 m;Caquetá, Putumayo;E Andes y O Amazonia y en Colombia y Brasil
1161;DILLENIACEAE;Davilla;Davilla kunthii;A.St.-Hil.;Davilla aspera (Aubl.) Benoist;Kubitzki 1971, Aymard & Miller 1994, Aymard 1998;;Arbusto, Trepadora, Liana;Nativa;No Evaluada;Cuatrecasas 4266 (COL);;Amazonia, Andes, Guayana y Serranía de La Macarena, Islas Caribeñas, Llanura del Caribe, Orinoquia, Pacífico, Valle del Magdalena;0 m;1700 m;Antioquia, Arauca, Bolívar, Caquetá, Cauca, Chocó, Cundinamarca, Guainía, La Guajira, Magdalena, Meta, Norte de Santander, Putumayo, San Andrés, Providencia y Santa Catalina, Santander, Tolima, Valle, Vichada;México a Bolivia
1162;DILLENIACEAE;Davilla;Davilla nitida;(Vahl) Kubitzki;Davilla densiflora Triana & Planch.;Kubitzki 1971, Aymard & Miller 1994, Aymard 1998;;Arbusto, Trepadora, Liana;Nativa;No Evaluada;Triana 4763-2 (COL);;Amazonia, Andes, Guayana y Serranía de La Macarena, Llanura del Caribe, Orinoquia, Pacífico, Valle del Cauca, Valle del Magdalena;0 m;2200 m;Antioquia, Bolívar, Boyacá, Caldas, Casanare, Cauca, Chocó, La Guajira, Guaviare, Meta, Nariño, Tolima, Valle, Vaupés, Vichada;México a Bolivia
1163;DILLENIACEAE;Davilla;Davilla rugosa;Poir.;;Aymard & Miller 1994, Aymard 1998;Davilla rugosa var. rugosa ;Trepadora;Nativa;No Evaluada;Cuatrecasas 3702 (COL);;Amazonia, Guayana y Serranía de La Macarena, Llanura del Caribe, Orinoquia, Pacífico;140 m;500 m;Chocó, Magdalena, Meta, Vaupés, Vichada;"Guatemala a Brasil; Cuba"
1164;DILLENIACEAE;Doliocarpus;Doliocarpus brevipedicellatus;Garcke;;Aymard 1997a, Aymard 1998, Aymard 2009;Doliocarpus brevipedicellatus subsp. brevipedicellatus ;Trepadora;Nativa;No Evaluada;Cortés 313 (COL);;Amazonia, Llanura del Caribe, Pacífico;60 m;300 m;Antioquia, Bolívar, Chocó, Córdoba, Guainía;"Nicaragua, Panamá a Perú y Bolivia, Venezuela a Guayana Francesa; Antillas"
1165;DILLENIACEAE;Doliocarpus;Doliocarpus dentatus;(Aubl.) Standl.;Doliocarpus congestiflorus (Triana) Gilg & Werderm., Ricaurtea congestiflora Triana, Tigarea dentata Aubl.;Kubitzki 1971, Aymard 1997a, Aymard 2009;Doliocarpus dentatus subsp. dentatus , Doliocarpus dentatus subsp. ferrugineus (Rusby) Kubitzki, Doliocarpus dentatus subsp. latifolius Kubitzki, Doliocarpus dentatus subsp. undulatus (Eichler) Kubitzki;Arbusto, Trepadora, Liana;Nativa;No Evaluada;Forero 1263 (COL);;Amazonia, Andes, Guayana y Serranía de La Macarena, Islas Caribeñas, Orinoquia, Pacífico, Valle del Magdalena;10 m;2000 m;Amazonas, Antioquia, Bolívar, Boyacá, Caquetá, Cesar, Chocó, Guainía, Guaviare, Magdalena, Meta, Norte de Santander, Putumayo, San Andrés, Providencia y Santa Catalina, Santander, Vaupés;"México a Paraguay; Antillas"
1166;DILLENIACEAE;Doliocarpus;Doliocarpus foreroi;Aymard;;Aymard 1997a, Aymard 2009;;Trepadora, Liana;Nativa;No Evaluada;Forero 4043 (COL, MO);Tipo de Colombia;Pacífico;5 m;200 m;Chocó, Valle;
1167;DILLENIACEAE;Doliocarpus;Doliocarpus hispidus;Standl. & L.O.Williams;;Aymard 1997a, Aymard 2009;;Trepadora, Liana;Nativa;No Evaluada;Cuatrecasas 15817 (COL);;Pacífico;50 m;200 m;Chocó, Valle;Colombia, Costa Rica
1168;DILLENIACEAE;Doliocarpus;Doliocarpus lopez-palacii;Aymard;;Aymard 1998, Aymard 2009;;Trepadora, Liana;Nativa;No Evaluada;"Cogollo 1441 (HT: JAUM; IT: MO)";Tipo de Colombia;Valle del Magdalena;375 m;940 m;Antioquia;NO Colombia
1169;DILLENIACEAE;Doliocarpus;Doliocarpus major;J.F.Gmel.;Doliocarpus curtipes J.F.Macbr.;Aymard 1997a, Aymard 1998, Aymard 2009;Doliocarpus major subsp. major ;Arbusto, Trepadora, Liana;Nativa;No Evaluada;León 90 (COL, MO);;Amazonia, Pacífico;10 m;690 m;Amazonas, Antioquia, Caquetá, Chocó;Nicaragua a Bolivia y Guayanas
1170;DILLENIACEAE;Doliocarpus;Doliocarpus multiflorus;Standl.;;Aymard 1997a, Aymard 2009;;Arbusto, Trepadora, Liana;Nativa;No Evaluada;Soejarto 3940 (COL, HUA, MO);;Amazonia, Andes, Guayana y Serranía de La Macarena, Pacífico, Valle del Magdalena;10 m;880 m;Amazonas, Antioquia, Bolívar, Chocó, Meta, Valle;"Centroamérica a Bolivia; Cuba"
1171;DILLENIACEAE;Doliocarpus;Doliocarpus nitidus;(Triana) Triana & Planch.;Ricaurtea nitida Triana;Kubitzki 1971, Aymard 1997a, Aymard 2009;;Trepadora;Nativa;No Evaluada;"Triana s.n. (ST: COL; IST: BM, P, W)";Tipo de Colombia;Pacífico, Valle del Magdalena;45 m;500 m;Antioquia, Chocó, Cundinamarca, Huila, Santander, Tolima;Colombia, Ecuador
1172;DILLENIACEAE;Doliocarpus;Doliocarpus spraguei;Cheesman;;Aymard 1997a, Aymard 1998, Aymard 2009;;Trepadora, Liana;Nativa;No Evaluada;Barbosa 3007 (MO);;Orinoquia;85 m;85 m;Vichada;Colombia a Guayana Francesa, Brasil, Bolivia, Trinidad y Tobago
1173;DILLENIACEAE;Neodillenia;Neodillenia coussapoana;G.A.Aymard;;Aymard 1997b;;Trepadora;Nativa;No Evaluada;Rudas 4569 (MO);;Amazonia;100 m;100 m;Amazonas;Colombia, Ecuador, Perú, Guayana Francesa
