id;familia;genero;nombre;autor;sinonimos;referencias;taxones_infraespecificos;habito;origen;estado_de_conservacion;especimen_representativo;notas;regiones_biogeograficas;elevacion_minima;elevacion_maxima;departamentos;distribucion_global
32;ARECACEAE;Chamaedorea;Chamaedorea allenii;L.H.Bailey;;Hodel 1992, Henderson et al. 1995, Galeano & Bernal 2010;;Subarbusto, Palma solitaria;Nativa;Casi Amenazada;Bernal 263 (HUA);;Andes, Pacífico;100 m;1440 m;Antioquia, Chocó, Córdoba, Risaralda;NO Colombia a Costa Rica
33;ARECACEAE;Chamaedorea;Chamaedorea christinae;Hodel;;Hodel 1997, Galeano & Bernal 2010;;Arbusto, Palma solitaria;Nativa;Casi Amenazada;"Gentry 40692 (HT: MO; IT: COL)";Tipo de Colombia;Pacífico;10 m;100 m;Cauca, Valle;O Colombia
34;ARECACEAE;Chamaedorea;Chamaedorea deckeriana;(Klotzsch) Hemsl.;;;;Palma solitaria;;No Evaluada;;Registro basado en identificación errónea;;;;Desconocido;
35;ARECACEAE;Chamaedorea;Chamaedorea deneversiana;Grayum & Hodel;;Galeano & Bernal 2010;;Subarbusto, Arbusto, Palma solitaria;Nativa;Preocupación Menor;Bernal 916 (COL);;Andes, Pacífico;50 m;1300 m;Chocó, Nariño;Costa Rica a N Ecuador
36;ARECACEAE;Chamaedorea;Chamaedorea elegans;Mart.;;Hodel 1992, Galeano & Bernal 2010;;Hierba, Subarbusto, Palma solitaria;Cultivada;No Evaluada;;;;0 m;2600 m;Antioquia, Cundinamarca, Valle;"México y Guatemala; cultivada en todo el mundo"
37;ARECACEAE;Chamaedorea;Chamaedorea geonomiformis;H.Wendl.;;;;Palma solitaria;;No Evaluada;;Registro basado en identificación errónea;;;;Desconocido;
38;ARECACEAE;Chamaedorea;Chamaedorea linearis;(Ruiz & Pav.) Mart.;Chamaedorea latisecta (L.H.Bailey) A.H.Gentry;Hodel 1992, Henderson et al. 1995, Galeano & Bernal 2010;;Arbusto, Palma solitaria;Nativa;Casi Amenazada;Bernal 545 (COL);;Andes, Pacífico, Sierra Nevada de Santa Marta;300 m;2800 m;Antioquia, Caldas, Caquetá, Cauca, Chocó, La Guajira, Huila, Magdalena, Nariño, Norte de Santander, Putumayo, Quindío, Risaralda, Santander, Tolima, Valle;Venezuela a Bolivia
39;ARECACEAE;Chamaedorea;Chamaedorea pauciflora;Mart.;Chamaedorea integrifolia (Trail) Dammer, Morenia integrifolia Trail, Morenia pauciflora (Mart.) Drude;Galeano 1991, Hodel 1992, Henderson et al. 1995;;Hierba, Subarbusto, Palma solitaria;Nativa;Preocupación Menor;Galeano 1562, 1563 (COAH, COL, NY);Tipo de Colombia;Amazonia;80 m;410 m;Amazonas, Caquetá, Putumayo;O Amazonia en Colombia, Ecuador, Perú y Brasil
40;ARECACEAE;Chamaedorea;Chamaedorea pinnatifrons;(Jacq.) Oerst.;Chamaedorea brevifrons H.Wendl., Chamaedorea concinna Burret, Chamaedorea dryanderae Burret, Chamaedorea kalbreyeriana Burret;Hodel 1992, Henderson et al. 1995, Galeano & Bernal 2010;;Subarbusto, Palma solitaria;Nativa;Preocupación Menor;Bernal 538 (COL);;Amazonia, Andes, Pacífico, Sierra Nevada de Santa Marta;30 m;2500 m;Amazonas, Antioquia, Boyacá, Caldas, Caquetá, Casanare, Cauca, Chocó, Córdoba, Cundinamarca, La Guajira, Huila, Magdalena, Meta, Nariño, Norte de Santander, Putumayo, Quindío, Risaralda, Santander, Tolima, Valle;S México a C Suramérica
41;ARECACEAE;Chamaedorea;Chamaedorea ponderosa;Hodel;;Galeano & Bernal 2010;;Arbusto, Palma solitaria;Nativa;Datos Insuficientes;Gentry 28690 (MO);;Pacífico;1300 m;1520 m;Chocó;NO Colombia, E Panamá
42;ARECACEAE;Chamaedorea;Chamaedorea pumila;H.Wendl.;Chamaedorea sullivaniorum Hodel & N.W.Uhl;Hodel 1992, Galeano & Bernal 2005;;Hierba, Palma solitaria;Nativa;Vulnerable;Forero 3085 (COL, MO);;Andes;600 m;1350 m;Antioquia, Chocó;O Colombia a Costa Rica
43;ARECACEAE;Chamaedorea;Chamaedorea pygmaea;H.Wendl.;;Hodel 1992, Galeano & Bernal 2005, Galeano & Bernal 2010;;Hierba, Palma solitaria;Nativa;Vulnerable;Bernal 707 (COL);;Andes;600 m;1850 m;Antioquia, Chocó, Santander;N Colombia a E Costa Rica
44;ARECACEAE;Chamaedorea;Chamaedorea ricardoi;R.Bernal et al.;;Bernal et al. 2004, Galeano & Bernal 2005, Galeano & Bernal 2010;;Arbusto, Palma solitaria;Nativa;En Peligro;"Callejas 8539 (HT: HUA; IT: COL)";Tipo de Colombia;Pacífico, Valle del Magdalena;100 m;920 m;Antioquia, Boyacá, Caldas, Córdoba, Santander;Urabá y Magdalena medio
45;ARECACEAE;Chamaedorea;Chamaedorea seifrizii;Burret;;Morales et al. 2000, Galeano & Bernal 2010;;Subarbusto, Arbusto, Palma solitaria;Cultivada;No Evaluada;;;;0 m;2600 m;Antioquia, Cundinamarca, Tolima, Valle;"SE México a Honduras; cultivada en todo el mundo"
46;ARECACEAE;Chamaedorea;Chamaedorea tepejilote;Liebm.;Chamaedorea columbica Burret;Hodel 1992, Henderson et al. 1995, Galeano & Bernal 2010;;Arbusto, Palma solitaria;Nativa;Casi Amenazada;Bernal 929 (COL);;Andes, Pacífico;0 m;1500 m;Antioquia, Chocó, Quindío, Valle;México a O Colombia
47;ARECACEAE;Chamaedorea;Chamaedorea warscewiczii;H.Wendl.;Chamaedorea macroloba Galeano, Chamaedorea murriensis Galeano;Galeano 1986b, Hodel 1992, Henderson et al. 1995;;Arbusto, Palma solitaria;Nativa;Casi Amenazada;Bernal 705 (COL);;Andes, Pacífico;0 m;1500 m;Antioquia, Caldas, Chocó;NO Colombia a E Panamá
48;ARECACEAE;Chamaedorea;Chamaedorea woodsoniana;L.H.Bailey;;Galeano & Bernal 2010;;Arbusto, Palma solitaria;Nativa;Datos Insuficientes;Gentry 28702 (COL, MO);;Pacífico;1300 m;1520 m;Chocó;México a NO Colombia
49;ARECACEAE;Chelyocarpus;Chelyocarpus dianeurus;(Burret) H.E.Moore;;Henderson et al. 1995, Galeano & Bernal 2010;;Arbusto, Árbol, Palma solitaria;Nativa;Casi Amenazada;Bernal 1083 (COL, FTG, NY);Tipo de Colombia;Pacífico;0 m;100 m;Chocó, Valle;O Colombia
50;ARECACEAE;Chelyocarpus;Chelyocarpus repens;F.Kahn & K.Mejia;;Galeano & Bernal 2010;;Subarbusto, Palma solitaria;Nativa;Preocupación Menor;López 5164 (COAH);;Amazonia;90 m;90 m;Amazonas;S Colombia, NE Perú
51;ARECACEAE;Chelyocarpus;Chelyocarpus ulei;Dammer;;Galeano 1991, Henderson et al. 1995, Galeano & Bernal 2010;;Arbusto, Palma solitaria;Nativa;Preocupación Menor;Galeano 1671 (COL, NY, HUA);;Amazonia;300 m;300 m;Amazonas, Caquetá;NO Amazonia en Ecuador, Perú, Brasil y Colombia
52;ARECACEAE;Coccothrinax;Coccothrinax argentata;(Jacq.) L.H.Bailey;Coccothrinax jamaicensis Read;Galeano 1985, Henderson et al. 1995, Galeano & Bernal 2010;;Arbusto, Arbolito, Palma solitaria;Nativa;En Peligro;Bernal 2517 (COL, HUA);;Islas Caribeñas;0 m;300 m;San Andrés, Providencia y Santa Catalina;O Caribe, de Bahamas a San Andrés
53;ARECACEAE;Cocos;Cocos nucifera;L.;;Galeano & Bernal 1987, Galeano & Bernal 2010;;Árbol, Palma solitaria;Nativa y cultivada;No Evaluada;Bernal 517 (COL);;Amazonia, Andes, Guayana y Serranía de La Macarena, Islas Caribeñas, Llanura del Caribe, Orinoquia, Pacífico, Valle del Cauca, Valle del Magdalena;0 m;1500 m;Amazonas, Antioquia, Arauca, Atlántico, Bolívar, Boyacá, Caldas, Caquetá, Casanare, Cauca, Cesar, Chocó, Córdoba, Cundinamarca, Guainía, La Guajira, Guaviare, Huila, Magdalena, Meta, Nariño, Norte de Santander, Putumayo, Quindío, Risaralda, San Andrés, Providencia y Santa Catalina, Santander, Sucre, Tolima, Valle, Vaupés, Vichada;"Origen incierto; cultivada en los trópicos"
54;ARECACEAE;Copernicia;Copernicia tectorum;(Kunth) Mart.;Copernicia sanctae-martae Becc.;Henderson et al. 1995, Galeano & Bernal 2010;;Arbusto, Árbol, Palma solitaria;Nativa;Casi Amenazada;Bernal 1740 (COL);;Llanura del Caribe;0 m;100 m;Atlántico, Bolívar, Cesar, La Guajira, Magdalena, Sucre;N Colombia y N Venezuela
55;ARECACEAE;Cryosophila;Cryosophila kalbreyeri;(Burret) Dahlgren;Acanthorrhiza kalbreyeri Burret, Cryosophila kalbreyeri subsp. cogolloi R.Evans;Galeano & Bernal 1987, Evans 1995, Galeano & Bernal 2005;;Arbusto, Árbol, Palma solitaria;Nativa;Vulnerable;Bernal 399 (COL);Tipo de Colombia;Andes, Llanura del Caribe, Pacífico, Valle del Magdalena;0 m;1200 m;Antioquia, Bolívar, Boyacá, Chocó, Córdoba, Sucre;E Panamá a NO Colombia
56;ARECACEAE;Cryosophila;Cryosophila macrocarpa;R.J.Evans;;Evans 1995, Henderson et al. 1995, Galeano & Bernal 2010;;Arbusto, Palma solitaria;Nativa;Datos Insuficientes;Evans 213 (HT: COL, IT: JAUM, MICH, MO);Tipo de Colombia;Pacífico;0 m;50 m;Chocó;NO Colombia
57;ARECACEAE;Cyrtostachys;Cyrtostachys renda;Blume;;Galeano & Bernal 2010;;Arbusto, Palma solitaria;Cultivada;No Evaluada;;;Andes, Llanura del Caribe, Valle del Cauca;400 m;1500 m;Antioquia, Cundinamarca, Meta, Quindío, Valle;"Tailandia a Indonesia; cultivada en los trópicos"
58;ARECACEAE;Dictyocaryum;Dictyocaryum lamarckianum;(Mart.) H.Wendl.;Dictyocaryum globiferum Dugand, Dictyocaryum platysepalum Burret, Dictyocaryum schultzei Burret, Iriartea lamarckiana Mart.;Galeano & Bernal 1987, Henderson 1990, Henderson et al. 1995;;Árbol, Palma solitaria;Nativa;Preocupación Menor;Bernal 260 (COL, HUA);;Andes, Sierra Nevada de Santa Marta;400 m;2100 m;Antioquia, Boyacá, Caquetá, Cauca, Chocó, Huila, Magdalena, Meta, Risaralda, Valle;"Venezuela a Bolivia; E Panamá"
59;ARECACEAE;Dictyocaryum;Dictyocaryum ptarianum;(Steyerm.) H.E.Moore & Steyerm.;Dahlgrenia ptariana Steyerm.;Henderson 1990, Galeano 1991, Galeano & Bernal 2010;;Árbol, Palma solitaria;Nativa;Preocupación Menor;Galeano 1281 (COL, NY);;Amazonia, Guayana y Serranía de La Macarena;100 m;300 m;Amazonas;Colombia, Venezuela, Guyana, Brasil, Perú
60;ARECACEAE;Dypsis;Dypsis decaryi;(Jum.) Beentje & J.Dransf.;Neodypsis decaryi Jum.;Morales et al. 2000, Galeano & Bernal 2010;;Árbol, Palma solitaria;Cultivada;No Evaluada;;;;500 m;1500 m;Antioquia, Cundinamarca, Tolima, Valle;"SE Madagascar; cultivada en los trópicos"
61;ARECACEAE;Dypsis;Dypsis madagascariensis;(Becc.) Beentje & J.Dransf.;Chrysalidocarpus lucubensis Becc., Chrysalidocarpus madagascariensis Becc.;Morales et al. 2000, Galeano & Bernal 2010;;Árbol, Palma solitaria;Cultivada;No Evaluada;;;;500 m;1500 m;Antioquia, Cundinamarca, Valle;"Madagascar; cultivada en los trópicos"
62;ARECACEAE;Elaeis;Elaeis guineensis;Jacq.;;Ospina & Ochoa 1998, Morales et al. 2000, Galeano & Bernal 2010;;Árbol, Palma solitaria;Cultivada;No Evaluada;;;;100 m;1500 m;Amazonas, Antioquia, Bolívar, Caquetá, Casanare, Cesar, Chocó, Córdoba, Cundinamarca, Magdalena, Meta, Nariño, Norte de Santander, Putumayo, Quindío, Risaralda, Santander, Sucre, Tolima, Valle;"África tropical; cultivada en los trópicos"
63;ARECACEAE;Elaeis;Elaeis oleifera;(Kunth) Cortés;Alfonsia oleifera Kunth;Galeano & Bernal 1987, Henderson et al. 1995, Galeano & Bernal 2005;;Arbusto, Árbol, Palma solitaria;Nativa;En Peligro;Bernal 401 (COL, HUA);Tipo de Colombia;Llanura del Caribe, Pacífico, Valle del Magdalena;0 m;300 m;Antioquia, Bolívar, Boyacá, Caldas, Cesar, Chocó, Córdoba, Magdalena, Santander, Sucre, Tolima;Costa Rica a Surinam y E Brasil
64;ARECACEAE;Euterpe;Euterpe longivaginata;Mart.;Euterpe kalbreyeri Burret, Euterpe microcarpa Burret, Euterpe precatoria var. longevaginata (Mart.) A.J.Hend., Euterpe rhodoxyla Dugand;;;Árbol, Palma cespitosa, Palma solitaria;Nativa;Preocupación Menor;Bernal 187 (COL);;Andes, Orinoquia, Pacífico, Valle del Magdalena;80 m;1900 m;Antioquia, Boyacá, Chocó, La Guajira, Magdalena, Norte de Santander, Risaralda, Santander, Tolima, Valle;Guatemala a Venezuela, O Brasil y Bolivia
65;ARECACEAE;Euterpe;Euterpe precatoria;Mart.;;Galeano & Bernal 1987, Henderson et al. 1995, Henderson & Galeano 1996;;Árbol, Palma solitaria;Nativa;Preocupación Menor;Bernal 4494 (AAU, COL);;Amazonia, Guayana y Serranía de La Macarena, Orinoquia;0 m;450 m;Amazonas, Arauca, Caquetá, Casanare, Guainía, Guaviare, Meta, Norte de Santander, Putumayo, Vaupés, Vichada;Belice a Guayanas, Brasil y Bolivia
66;ARECACEAE;Geonoma;Geonoma baculifera;(Poit.) Kunth;;Galeano & Bernal 2010, Henderson 2011a;;Arbusto, Palma solitaria;Nativa;Preocupación Menor;Bernal 4483 (COL);;Amazonia;80 m;150 m;Amazonas, Guainía, Vichada;S y E Colombia, Venezuela, Guayanas y N Brasil
67;ARECACEAE;Geonoma;Geonoma brongniartii;Mart.;;Galeano 1991, Henderson 1995, Galeano & Bernal 2010;;Hierba, Subarbusto, Arbusto, Palma solitaria;Nativa;Preocupación Menor;Bernal 2043 (COL);;Amazonia, Andes, Guayana y Serranía de La Macarena, Orinoquia;75 m;1200 m;Amazonas, Caquetá, Cauca, Meta, Putumayo;S Colombia, E Ecuador, N Perú y O Brasil
68;ARECACEAE;Geonoma;Geonoma calyptrogynoidea;Burret;;Galeano & Bernal 1987, Henderson 2005, Galeano & Bernal 2010;;Arbusto, Palma solitaria;Nativa;Preocupación Menor;"Cárdenas 668 (NT: MO; INT: CAS, JAUM)";Tipo de Colombia;Pacífico, Valle del Magdalena;0 m;900 m;Antioquia, Cauca, Chocó, Córdoba, Nariño, Santander, Valle;O Colombia y NO Ecuador
69;ARECACEAE;Geonoma;Geonoma camana;Trail;Taenianthera camana (Trail) Burret;Galeano 1991, Henderson 1995, Galeano & Bernal 2010;;Subarbusto, Arbusto, Palma solitaria;Nativa;Preocupación Menor;Bernal 2043 (COL);;Amazonia;80 m;300 m;Amazonas, Caquetá, Putumayo, Vaupés;S Colombia, E Ecuador, N Perú y NO Brasil
70;ARECACEAE;Geonoma;Geonoma chlamydostachys;Galeano-Garcés;;Galeano 1986a, Henderson et al. 1995, Galeano & Bernal 2005, Galeano & Bernal 2010, Henderson 2011a;;Arbusto, Palma solitaria;Nativa;Vulnerable;Hernández 685 (HT: HUA);Tipo de Colombia;Andes, Valle del Magdalena;300 m;1450 m;Antioquia, Caldas, Cundinamarca;
71;ARECACEAE;Geonoma;Geonoma chococola;Wess.Boer;Geonoma awaensis A.J.Hend. et al.;Wessels Boer 1968, Galeano & Bernal 2010, Henderson 2011a;;Arbusto, Palma solitaria;Nativa;Preocupación Menor;Cook 84 (HT: US);Tipo de Colombia;Andes, Pacífico;0 m;700 m;Antioquia, Cauca, Chocó, Nariño, Valle;O Colombia, O Panamá
72;ARECACEAE;Geonoma;Geonoma cuneata;Spruce;Geonoma cuneatoidea Burret, Geonoma grandifrons Burret;Galeano & Bernal 1987, Henderson et al. 1995, Galeano & Bernal 2010;Geonoma cuneata subsp. cuneata , Geonoma cuneata subsp. linearis (Burret) A.J.Hend., Geonoma cuneata subsp. procumbens (Spruce) A.J.Hend., Geonoma cuneata subsp. rubra A.J.Hend.;Hierba, Arbusto, Palma acaule, Palma solitaria;Nativa;Preocupación Menor;Bernal 655 (COL, HUA);;Andes, Pacífico;0 m;1500 m;Antioquia, Cauca, Chocó, Córdoba, Nariño, Valle;Nicaragua a NO Ecuador
73;ARECACEAE;Geonoma;Geonoma frontinensis;Burret;Geonoma mucronata Burret;Galeano & Bernal 2010;;Arbusto, Palma solitaria;Nativa;Casi Amenazada;Lehmann 7323 (IT: K);Tipo de Colombia;Andes;1000 m;2060 m;Antioquia, Boyacá, Caldas, Cauca, Cundinamarca, Putumayo, Quindío, Tolima, Valle;
74;ARECACEAE;Geonoma;Geonoma interrupta;(Ruiz & Pav.) Mart.;Geonoma dryanderae Burret, Geonoma pinnatifrons Willd., Geonoma pinnatifrons subsp. platybothros (Burret) A.J.Hend., Geonoma pinnatifrons subsp. ramosissima (Burret) A.J.Hend., Geonoma purdieana Spruce, Geonoma ramosissima Burret, Geonoma rivalis Burret;Henderson 1995, Henderson et al. 1995, Galeano & Bernal 2010;Geonoma interrupta subsp. interrupta , Geonoma interrupta subsp. magnifica (Linden & H.Wendl.) A.J.Hend., Geonoma interrupta subsp. platybothros (Burret) Galeano & R.Bernal, Geonoma interrupta subsp. purdieana (Spruce) A.J.Hend., Geonoma interrupta subsp. ramosissima (Burret) Galeano & R.Bernal, Geonoma interrupta subsp. rivalis (Kalbreyer & Burret) A.J.Hend.;Arbusto, Palma solitaria;Nativa;Preocupación Menor;Bernal 306 (COL, NY, NT de G. ramosissima);;Andes, Pacífico, Sierra Nevada de Santa Marta, Valle del Magdalena;20 m;1540 m;Antioquia, Boyacá, Cauca, Chocó, Magdalena, Meta, Norte de Santander, Santander, Valle;México a Venezuela y N Bolivia
75;ARECACEAE;Geonoma;Geonoma lehmannii;Burret;Geonoma acutangula Burret, Geonoma dicranospadix Burret, Geonoma gracillima Burret, Geonoma helminthostachys Burret;Galeano & Bernal 2010, Henderson 2011a;Geonoma lehmannii subsp. lehmannii ;Arbusto, Palma solitaria;Nativa;Casi Amenazada;Bernal 12 (COL, HUA);;Andes;1500 m;2700 m;Antioquia, Caquetá, Cauca, Chocó, Huila, Putumayo, Risaralda;"Venezuela a Bolivia; O Panamá"
76;ARECACEAE;Geonoma;Geonoma multisecta;(Burret) Burret;Geonoma polyandra Skov;Galeano & Bernal 2010, Henderson 2011a;;Subarbusto, Palma solitaria;Nativa;Preocupación Menor;Bernal 1409 (COL);;Amazonia, Andes;200 m;1000 m;Caquetá, Putumayo;O Amazonia en Colombia y Ecuador
77;ARECACEAE;Geonoma;Geonoma oligoclona;Trail;;Wessels Boer 1968, Henderson 1995, Galeano & Bernal 2010;;Arbusto, Palma cespitosa, Palma solitaria;Nativa;Preocupación Menor;Galeano 2106 (COL);;Amazonia;100 m;250 m;Amazonas, Vaupés;S y E Colombia, O Venezuela, NO Brasil
78;ARECACEAE;Geonoma;Geonoma orbignyana;Mart.;Geonoma aulacophylla Burret, Geonoma goniocarpa Burret, Geonoma jussieuana Mart., Geonoma lepidota Burret, Geonoma lindeniana H.Wendl., Geonoma linearifolia H.Karst., Geonoma macroura Burret, Geonoma marggraffia Engel, Geonoma microclada Burret, Geonoma paleacea Burret, Geonoma plicata Burret, Geonoma pumila Linden & H.Wendl., Geonoma wendlandiana Burret;Galeano & Bernal 1987, Henderson et al. 1995, Galeano & Bernal 2010;Geonoma orbignyana subsp. orbignyana ;Arbusto, Palma solitaria;Nativa;Casi Amenazada;Bernal 638 (COL);;Andes;700 m;2900 m;Antioquia, Boyacá, Caldas, Caquetá, Cauca, Cesar, Chocó, Cundinamarca, La Guajira, Huila, Magdalena, Meta, Nariño, Norte de Santander, Putumayo, Quindío, Risaralda, Santander, Tolima, Valle;Honduras a Panamá y Andes de Venezuela a Bolivia
79;ARECACEAE;Geonoma;Geonoma paradoxa;Burret;;Wessels Boer 1968, Henderson et al. 1995, Galeano & Bernal 2010;;Hierba, Subarbusto, Palma solitaria;Nativa;No Evaluada;Bernal 4259 (COL);Tipo de Colombia;Pacífico;5 m;100 m;Cauca, Nariño, Valle;SO Colombia y NO Ecuador
80;ARECACEAE;Geonoma;Geonoma poeppigiana;Mart.;Geonoma longepedunculata Burret;Henderson 1995, Henderson et al. 1995, Galeano & Bernal 2010;;Arbusto, Palma solitaria;Nativa;Preocupación Menor;Galeano 1351 (COAH, COL, NY);;Amazonia;80 m;250 m;Amazonas, Caquetá, Putumayo;O Amazonia en Colombia, Ecuador, Perú y Brasil
81;ARECACEAE;Geonoma;Geonoma solitaria;(Engel) A.W.Hill;Geonoma weberbaueri Burret;Bernal & Galeano 1989;;Arbusto, Arbolito, Palma solitaria;Nativa;Preocupación Menor;Bernal 1351 (AAU, BH, COL, FTG, HUA, K, NY);;Andes;2300 m;3200 m;Antioquia, Boyacá, Caldas, Caquetá, Cauca, Cesar, Chocó, Cundinamarca, La Guajira, Huila, Magdalena, Meta, Nariño, Norte de Santander, Putumayo, Quindío, Risaralda, Santander, Tolima, Valle;Venezuela a Bolivia
82;ARECACEAE;Geonoma;Geonoma triglochin;Burret;;Wessels Boer 1968, Henderson 1995, Henderson et al. 1995;;Arbusto, Palma solitaria;Nativa;Casi Amenazada;Bernal 1421 (COL);Tipo de Colombia;Andes;700 m;1500 m;Caquetá, Cauca, Putumayo;Piedemonte amazónico de Colombia a Perú
83;ARECACEAE;Geonoma;Geonoma undata;Klotzsch;Geonoma appuniana Spruce, Geonoma densa Linden & H.Wendl., Geonoma euterpoidea Burret, Geonoma iodolepis Burret, Geonoma stenothyrsa Burret;Galeano & Bernal 1987, Galeano & Bernal 2010, Henderson 2011a;Geonoma undata subsp. stenothyrsa (Burret) A.J.Hend., Geonoma undata subsp. undata ;Arbusto, Árbol, Palma solitaria;Nativa;Casi Amenazada;Bernal 380 (COL, HUA, NY);;Andes, Sierra Nevada de Santa Marta;1200 m;2700 m;Antioquia, Boyacá, Caldas, Caquetá, Cauca, Cesar, Chocó, Cundinamarca, La Guajira, Huila, Magdalena, Meta, Nariño, Norte de Santander, Putumayo, Quindío, Risaralda, Santander, Tolima, Valle;"Andes de Venezuela a Bolivia; Antillas Menores, E Panamá"
84;ARECACEAE;Geonoma;Geonoma wilsonii;Galeano & R.Bernal;;Galeano & Bernal 2002, Galeano & Bernal 2010;;Subarbusto, Arbusto, Palma solitaria;Nativa;Casi Amenazada;Bernal 2900 (HT: COL);Tipo de Colombia;Andes;1350 m;1900 m;Caquetá;Cordillera Oriental
85;ARECACEAE;Howea;Howea forsteriana;(F.Muell.) Becc.;;Morales et al. 2000, Galeano & Bernal 2010;;Árbol, Palma solitaria;Cultivada;No Evaluada;Bernal 2 (COL);;;0 m;2600 m;Antioquia, Cundinamarca, Valle;"Isla Lord Howe, al E Australia; cultivada en los trópicos y subtrópicos"
86;ARECACEAE;Hyophorbe;Hyophorbe verschaffeltii;H.Wendl.;;Morales et al. 2000, Galeano & Bernal 2010;;Arbusto, Palma solitaria;Cultivada;No Evaluada;;;;0 m;1600 m;Antioquia, Cundinamarca, Valle;"Isla Rodrigues; cultivada en los trópicos"
87;ARECACEAE;Iriartea;Iriartea deltoidea;Ruiz & Pav.;Deckeria corneto H.Karst., Iriartea corneto (H.Karst.) H.Wendl., Iriartea megalocarpa Burret, Iriartea ventricosa Mart.;Galeano & Bernal 1987, Henderson 1990, Henderson et al. 1995;;Árbol, Palma solitaria;Nativa;Preocupación Menor;Bernal 300 (COL, HUA);;Amazonia, Andes, Guayana y Serranía de La Macarena, Orinoquia, Pacífico, Valle del Magdalena;0 m;1350 m;Amazonas, Antioquia, Caquetá, Cauca, Chocó, Córdoba, Guainía, Guaviare, Meta, Nariño, Putumayo, Valle, Vaupés;Nicaragua a Venezuela, O Brasil y Bolivia
88;ARECACEAE;Itaya;Itaya amicorum;H.E.Moore;;Galeano 1991, Henderson 1995, Galeano & Bernal 2010;;Arbusto, Palma solitaria;Nativa;Preocupación Menor;Galeano 1654 (COAH, COL, HUA, NY);;Amazonia;100 m;250 m;Amazonas;S Colombia, NE Perú y O Brasil
89;ARECACEAE;Leopoldinia;Leopoldinia piassaba;Wallace;;Henderson 1995, Galeano & Bernal 2010;;Árbol, Palma solitaria;Nativa;Casi Amenazada;Bernal 2117 (COL, TULV);;Guayana y Serranía de La Macarena;80 m;200 m;Guainía, Vichada;E Colombia, O Venezuela y NO Brasil
90;ARECACEAE;Livistona;Livistona chinensis;(Jacq.) Mart.;;Morales et al. 2000, Galeano & Bernal 2010;;Árbol, Palma solitaria;Cultivada;No Evaluada;Bernal 3 (COL);;;0 m;1600 m;Antioquia, Cundinamarca, Valle;"S China a Vietnam; cultivada en los trópicos"
91;ARECACEAE;Livistona;Livistona rotundifolia;(Lam.) Mart.;;Morales et al. 2000, Galeano & Bernal 2010;;Árbol, Palma solitaria;Cultivada;No Evaluada;;;;0 m;2600 m;Antioquia, Cundinamarca, Valle;"SE Asia; cultivada en los trópicos"
92;ARECACEAE;Lytocaryum;Lytocaryum weddellianum;(H.Wendl.) Toledo;;Morales et al. 2000, Galeano & Bernal 2010;;Arbusto, Palma solitaria;Cultivada;No Evaluada;Galeano 16 (COL);;;1500 m;1700 m;Antioquia;"SE Brasil; cultivada en los trópicos"
93;ARECACEAE;Mauritia;Mauritia carana;Wallace;;Galeano 1991, Henderson 1995, Galeano & Bernal 2010;;Árbol, Palma solitaria;Nativa;Preocupación Menor;Galeano 1882 (COAH, COL, NY);;Guayana y Serranía de La Macarena;100 m;250 m;Amazonas, Caquetá, Guainía, Guaviare, Vaupés;SE Colombia, O Venezuela, NE Perú y N Brasil
94;ARECACEAE;Mauritia;Mauritia flexuosa;L.f.;;Galeano 1991, Henderson 1995, Galeano & Bernal 2010;;Árbol, Palma solitaria;Nativa;Preocupación Menor;Galeano 1142 (COAH, COL, NY);;Amazonia, Guayana y Serranía de La Macarena;40 m;450 m;Amazonas, Arauca, Caquetá, Casanare, Guainía, Guaviare, Meta, Putumayo, Vaupés, Vichada;N y C Suramérica al E Andes
95;ARECACEAE;Oenocarpus;Oenocarpus bacaba;Mart.;;Balick 1986, Galeano 1991, Henderson 1995;;Árbol, Palma solitaria;Nativa;Preocupación Menor;Galeano 1292 (COAH, COL, NY);;Guayana y Serranía de La Macarena;60 m;300 m;Amazonas, Caquetá, Guainía, Vaupés;Guayana de Colombia a Brasil
96;ARECACEAE;Oenocarpus;Oenocarpus balickii;F.Kahn;;Henderson 1995, Henderson et al. 1995, Galeano & Bernal 2010;;Árbol, Palma solitaria;Nativa;Preocupación Menor;Galeano 2033 (COL, HUA, NY);;Amazonia, Guayana y Serranía de La Macarena;80 m;200 m;Amazonas, Guainía, Vaupés;O Amazonia en Colombia, Venezuela, Brasil y Perú
97;ARECACEAE;Oenocarpus;Oenocarpus bataua;Mart.;Jessenia bataua (Mart.) Burret, Jessenia polycarpa H.Karst., Jessenia repanda Engel;Balick 1986, Galeano & Bernal 1987, Henderson et al. 1995;Oenocarpus bataua var. bataua ;Árbol, Palma solitaria;Nativa;Preocupación Menor;Bernal 299 (COL);;Amazonia, Andes, Guayana y Serranía de La Macarena, Orinoquia, Pacífico, Valle del Magdalena;0 m;1000 m;Amazonas, Antioquia, Arauca, Bolívar, Boyacá, Caldas, Caquetá, Casanare, Cauca, Chocó, Córdoba, Cundinamarca, Guainía, Guaviare, Meta, Nariño, Norte de Santander, Putumayo, Risaralda, Santander, Valle, Vaupés, Vichada;N y C Suramérica a E Panamá
